texto,categoria
solicitud relacionada con reporte de notas semestrales,Academico
prioritario concepto jurídico institucional,Juridico
institucional solicitud de presupuesto anual,Financiero
institucional informe de tesorería,Financiero
se requiere orden de pago administrativa,Financiero
externo certificado de estudios,Academico
documento asociado a derecho de petición,Juridico
informe de tesorería confidencial,Financiero
institucional afiliación de seguridad social,Talento_Humano
documento asociado a registro de calificaciones,Academico
solicitud relacionada con notificación judicial,Juridico
solicitud administrativa interna confidencial,Administrativo
proceso correspondiente a resolución jurídica,Juridico
confidencial acuerdo jurídico,Juridico
solicitud relacionada con historial académico del estudiante,Academico
se requiere reporte de notas semestrales,Academico
solicitud relacionada con contrato laboral,Talento_Humano
documento asociado a evaluación de desempeño,Talento_Humano
solicitud relacionada con orden de pago administrativa,Financiero
documento asociado a afiliación de seguridad social,Talento_Humano
se requiere solicitud administrativa interna,Administrativo
solicitud relacionada con notificación judicial,Juridico
documento asociado a orden de pago administrativa,Financiero
institucional hoja de vida institucional,Talento_Humano
interno comunicado organizacional,Administrativo
confidencial solicitud de homologación de materias,Academico
solicitud relacionada con reporte contable mensual,Financiero
se requiere solicitud de presupuesto anual,Financiero
se requiere demanda administrativa,Juridico
se requiere derecho de petición,Juridico
proceso correspondiente a solicitud de paz y salvo,Academico
solicitud relacionada con cancelación de semestre académico,Academico
institucional acta de reunión administrativa,Administrativo
urgente derecho de petición,Juridico
urgente afiliación de seguridad social,Talento_Humano
documento asociado a certificado de estudios,Academico
general proceso disciplinario,Juridico
urgente hoja de vida institucional,Talento_Humano
se requiere solicitud de presupuesto anual,Financiero
cancelación de semestre académico general,Academico
prioritario solicitud de paz y salvo,Academico
documento asociado a proceso disciplinario,Juridico
memorando administrativo interno confidencial,Administrativo
se requiere solicitud de permisos laborales,Talento_Humano
solicitud relacionada con plan operativo institucional,Administrativo
oficial informe de tesorería,Financiero
documento asociado a certificado de estudios,Academico
solicitud relacionada con proceso disciplinario,Juridico
documento asociado a reporte de nómina,Talento_Humano
oficial solicitud de permisos laborales,Talento_Humano
se requiere notificación judicial,Juridico
solicitud relacionada con registro de calificaciones,Academico
contrato laboral institucional,Talento_Humano
confidencial comunicado organizacional,Administrativo
general reporte contable mensual,Financiero
se requiere reporte de gestión administrativa,Administrativo
prioritario informe de tesorería,Financiero
se requiere proceso disciplinario,Juridico
institucional afiliación de seguridad social,Talento_Humano
se requiere balance general financiero,Financiero
balance general financiero prioritario,Financiero
documento asociado a resolución jurídica,Juridico
se requiere matrícula académica ordinaria,Academico
solicitud relacionada con historial académico del estudiante,Academico
externo proceso disciplinario,Juridico
solicitud relacionada con acta de comité institucional,Administrativo
proceso disciplinario general,Juridico
documento asociado a solicitud de permisos laborales,Talento_Humano
se requiere evaluación de desempeño,Talento_Humano
acuerdo jurídico oficial,Juridico
proceso correspondiente a informe de tesorería,Financiero
oficial factura de pago institucional,Financiero
oficial registro de calificaciones,Academico
reporte de gestión administrativa general,Administrativo
plan operativo institucional prioritario,Administrativo
solicitud relacionada con solicitud de vacaciones,Talento_Humano
prioritario solicitud de homologación de materias,Academico
prioritario acta de grado universitario,Academico
oficial cancelación de semestre académico,Academico
urgente reporte de ingresos económicos,Financiero
proceso correspondiente a cancelación de semestre académico,Academico
solicitud relacionada con hoja de vida institucional,Talento_Humano
acción de tutela prioritario,Juridico
interno memorando administrativo interno,Administrativo
informe de tesorería interno,Financiero
se requiere solicitud de certificado académico,Academico
general solicitud de permisos laborales,Talento_Humano
se requiere solicitud de vacaciones,Talento_Humano
solicitud relacionada con reporte contable mensual,Financiero
proceso correspondiente a memorando administrativo interno,Administrativo
se requiere hoja de vida institucional,Talento_Humano
documento asociado a reporte contable mensual,Financiero
interno concepto jurídico institucional,Juridico
proceso correspondiente a estado financiero trimestral,Financiero
solicitud relacionada con reporte de nómina,Talento_Humano
proceso correspondiente a acta de comité institucional,Administrativo
proceso correspondiente a registro de calificaciones,Academico
registro documental interno confidencial,Administrativo
se requiere acta de reunión administrativa,Administrativo
solicitud relacionada con reporte de nómina,Talento_Humano
documento asociado a resolución jurídica,Juridico
solicitud relacionada con notificación judicial,Juridico
documento asociado a control de cartera vencida,Financiero
se requiere solicitud administrativa interna,Administrativo
documento asociado a concepto jurídico institucional,Juridico
proceso correspondiente a control de inventario,Administrativo
control de cartera vencida externo,Financiero
solicitud relacionada con comunicado organizacional,Administrativo
proceso correspondiente a cancelación de semestre académico,Academico
memorando administrativo interno institucional,Administrativo
solicitud relacionada con matrícula académica ordinaria,Academico
oficial solicitud de presupuesto anual,Financiero
solicitud relacionada con documento legal contractual,Juridico
solicitud relacionada con acuerdo jurídico,Juridico
proceso correspondiente a balance general financiero,Financiero
